Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Fruit,Category,Item,Metric,Value,CV (%),Use,Name,Code
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,NA,(D),NA,INSECTICIDE,CYCLANILIPROLE,26202
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES - APPLICATIONS,MEASURED IN NUMBER,AVG,NA,(D),NA,INSECTICIDE,PERMETHRIN,109701
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,NA,(D),NA,FUNGICIDE,OXATHIAPIPROLIN,128111
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,NA,(D),NA,INSECTICIDE,CYCLANILIPROLE,26202
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,NA,(D),NA,INSECTICIDE,PERMETHRIN,109701
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,300",NA,FUNGICIDE,AZOXYSTROBIN,128810
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(NA),NA,FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,747
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(NA),NA,FUNGICIDE,BACILLUS SUBTILIS,6479
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,FUNGICIDE,BLAD,30006
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,800",NA,FUNGICIDE,BORAX DECAHYDRATE,11102
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"6,600",NA,FUNGICIDE,BOSCALID,128008
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(NA),NA,FUNGICIDE,BT SUBSP KURSTAKI EVB-113-19,113
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"603,100",NA,FUNGICIDE,CAPTAN,81301
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,FUNGICIDE,CYFLUFENAMID,555550
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"30,300",NA,FUNGICIDE,CYPRODINIL,288202
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,FUNGICIDE,DIFENOCONAZOLE,128847
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"8,600",NA,FUNGICIDE,FENHEXAMID,90209
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"22,400",NA,FUNGICIDE,FLUDIOXONIL,71503
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"14,600",NA,FUNGICIDE,FLUOPYRAM,80302
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"7,100",NA,FUNGICIDE,FLUXAPYROXAD,138009
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,FUNGICIDE,FOSETYL-AL,123301
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,FUNGICIDE,ISOFETAMID,270000
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"7,200",NA,FUNGICIDE,MEFENOXAM,113502
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,FUNGICIDE,MONO-POTASSIUM SALT,76416
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"10,800",NA,FUNGICIDE,MYCLOBUTANIL,128857
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"4,000",NA,FUNGICIDE,PENTHIOPYRAD,90112
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,300",NA,FUNGICIDE,POLYOXIN D ZINC SALT,230000
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,300",NA,FUNGICIDE,PROPICONAZOLE,122101
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,FUNGICIDE,PYDIFLUMETOFEN,90110
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"10,600",NA,FUNGICIDE,PYRACLOSTROBIN,99100
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"8,300",NA,FUNGICIDE,PYRIMETHANIL,288201
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,600",NA,FUNGICIDE,QUINOLINE,55459
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"1,258,100",NA,FUNGICIDE,SULFUR,77501
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"1,300",NA,FUNGICIDE,TETRACONAZOLE,120603
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"10,600",NA,FUNGICIDE,THIOPHANATE-METHYL,102001
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"269,500",NA,FUNGICIDE,THIRAM,79801
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"14,600",NA,FUNGICIDE,TRIFLOXYSTROBIN,129112
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,FUNGICIDE,TRIFLUMIZOLE,128879
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,HERBICIDE,CARFENTRAZONE-ETHYL,128712
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,900",NA,HERBICIDE,FLUMIOXAZIN,129034
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,HERBICIDE,OXYFLUORFEN,111601
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"71,400",NA,HERBICIDE,PENDIMETHALIN,108501
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,300,NA,INSECTICIDE,ABAMECTIN,122804
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"12,800",NA,INSECTICIDE,ACEQUINOCYL,6329
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,300",NA,INSECTICIDE,ACETAMIPRID,99050
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,800",NA,INSECTICIDE,AZADIRACHTIN,121701
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(NA),NA,INSECTICIDE,BEAUVERIA BASSIANA,128924
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"28,700",NA,INSECTICIDE,BIFENAZATE,586
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"4,600",NA,INSECTICIDE,BIFENTHRIN,128825
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(NA),NA,INSECTICIDE,BT KURSTAK ABTS-1857,1857
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(NA),NA,INSECTICIDE,BT KURSTAKI ABTS-351,351
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(NA),NA,INSECTICIDE,BT KURSTAKI SA-11,11
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,CANOLA OIL,11332
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,000",NA,INSECTICIDE,CHLORANTRANILIPROLE,90100
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(NA),NA,INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,4
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"1,700",NA,INSECTICIDE,CYANTRANILIPROLE,90098
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"7,600",NA,INSECTICIDE,CYFLUMETOFEN,138831
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,ETOXAZOLE,107091
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,FENBUTATIN-OXIDE,104601
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"6,600",NA,INSECTICIDE,FENPROPATHRIN,127901
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,FENPYROXIMATE,129131
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"6,200",NA,INSECTICIDE,FLONICAMID,128016
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"5,000",NA,INSECTICIDE,FLUPYRADIFURONE,122304
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"5,400",NA,INSECTICIDE,HEXYTHIAZOX,128849
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,100",NA,INSECTICIDE,IMIDACLOPRID,129099
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,LAMBDA-CYHALOTHRIN,128897
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"19,400",NA,INSECTICIDE,MALATHION,57701
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"7,900",NA,INSECTICIDE,METHOXYFENOZIDE,121027
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,NALED,34401
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,NEEM OIL,25006
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,"NEEM OIL, CLAR. HYD.",25007
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"5,600",NA,INSECTICIDE,NOVALURON,124002
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,PIPERONYL BUTOXIDE,67501
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,PYRETHRINS,69001
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,(D),NA,INSECTICIDE,PYRIDABEN,129105
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"3,800",NA,INSECTICIDE,SPINETORAM,110007
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"2,000",NA,INSECTICIDE,SPINOSAD,110003
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB,NA,"1,300",NA,INSECTICIDE,THIAMETHOXAM,60109
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.234,NA,FUNGICIDE,AZOXYSTROBIN,128810
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,747
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,BACILLUS SUBTILIS,6479
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,BLAD,30006
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.042,NA,FUNGICIDE,BORAX DECAHYDRATE,11102
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.354,NA,FUNGICIDE,BOSCALID,128008
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(NA),NA,FUNGICIDE,BT SUBSP KURSTAKI EVB-113-19,113
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,1.693,NA,FUNGICIDE,CAPTAN,81301
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,CYFLUFENAMID,555550
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.316,NA,FUNGICIDE,CYPRODINIL,288202
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,DIFENOCONAZOLE,128847
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.659,NA,FUNGICIDE,FENHEXAMID,90209
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.211,NA,FUNGICIDE,FLUDIOXONIL,71503
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.119,NA,FUNGICIDE,FLUOPYRAM,80302
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.161,NA,FUNGICIDE,FLUXAPYROXAD,138009
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,FOSETYL-AL,123301
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,ISOFETAMID,270000
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.5,NA,FUNGICIDE,MEFENOXAM,113502
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,MONO-POTASSIUM SALT,76416
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.105,NA,FUNGICIDE,MYCLOBUTANIL,128857
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.271,NA,FUNGICIDE,PENTHIOPYRAD,90112
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.061,NA,FUNGICIDE,POLYOXIN D ZINC SALT,230000
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.112,NA,FUNGICIDE,PROPICONAZOLE,122101
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,PYDIFLUMETOFEN,90110
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.167,NA,FUNGICIDE,PYRACLOSTROBIN,99100
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.658,NA,FUNGICIDE,PYRIMETHANIL,288201
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.095,NA,FUNGICIDE,QUINOLINE,55459
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,5.471,NA,FUNGICIDE,SULFUR,77501
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.036,NA,FUNGICIDE,TETRACONAZOLE,120603
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.695,NA,FUNGICIDE,THIOPHANATE-METHYL,102001
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,2.201,NA,FUNGICIDE,THIRAM,79801
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,0.119,NA,FUNGICIDE,TRIFLOXYSTROBIN,129112
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,FUNGICIDE,TRIFLUMIZOLE,128879
SURVEY,2023,YEAR,STATE,CALIFORNIA,06,NA,NA,NA,NA,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN LB / ACRE / APPLICATION,AVG,(D),NA,HERBICIDE,CARFENTRAZONE-ETHYL,128712
